9.192836826213264700e+00,1.948583070777652804e+00,-1.123166164944847889e+00,3.633730897727637910e+00,-1.195110122219507520e+00,1.411424449144511817e+00,2.159369743422194787e+00,-3.984069287656151759e-01
2.387801795802165117e+00,-3.768171742067218943e+00,-5.292926868849409106e-01,1.118263862503309447e+00,6.217749823419884692e-01,2.865633952854712216e-02,1.335795734577091901e-02,2.409879606952003983e-01
5.733896279731598433e+00,-1.075173796622262312e+00,-5.517475935615440141e-01,9.120826719130437077e-01,-1.770858897063465054e-01,5.414521114162508253e-01,-6.681669147538454867e-01,9.737277279203802871e-02
7.122953197708899786e+00,1.027558912180891504e+01,-3.232789548060458706e+00,1.525470307698997274e-01,-2.960878397341287993e+00,3.053421833460194357e+00,1.429910763003282792e+00,1.059565114606816127e+00
3.935302073678232038e+00,-1.948071567800277126e+00,1.389766726717449163e+00,2.940639345933265147e+00,5.467473936508431276e-01,-1.226494598593759200e+00,-9.362120356053142967e-01,6.363771141611970217e-01
2.380247150345875085e+00,3.949928895550140595e+00,-2.934876793496005387e+00,9.410368719130920434e-01,-1.056041927596421459e+00,-4.510386767130057373e-01,4.904448349062411339e-01,-1.654444585640749144e-01
2.238883308052391996e+00,-2.690031277297002088e+00,-1.639912928905463252e+00,1.493398874854598712e-01,4.035951650297921189e-02,-1.289484312132847532e-01,-3.015673742469051621e-01,8.369816586841388739e-02
2.143298500377627924e+00,2.340244006947573840e+00,-8.719472620364290272e-01,-1.270428573707121922e-01,-1.427436674777096792e+00,-1.257039164578724000e+00,9.741001333051352296e-01,-6.533376552757641509e-01
3.174924293083642102e+00,3.391812951847656965e+00,-3.119985910609572866e+00,-6.012970528383816404e-01,-1.522290387590438554e+00,5.595447020138102356e-01,-2.151039940556936092e-01,-6.873417774704406735e-01
6.351746789526116821e+00,7.727174066862427360e+00,-4.341915813414037650e+00,-3.375201579177403044e+00,1.710263146656673117e+00,-7.239087647929245417e-01,2.519839494852046613e+00,3.651485435421671921e-01
